test_accuracy,final_k,k_ratio,n_prunes,time_sec,prune_rate,lambda_k,cooldown,plateau_tol,model,swept_param,seed,dataset
0.9166666865348816,39,0.5064935064935064,14,28.52712655067444,0.1,0.1,3,0.003,A-SAND-Hybrid,lambda_k,42,mice
0.9166666865348816,43,0.5584415584415584,8,28.25860333442688,0.1,0.1,3,0.003,A-SAND-Hybrid,lambda_k,43,mice
0.9027777910232544,39,0.5064935064935064,12,28.354779720306396,0.1,0.1,3,0.003,A-SAND-Hybrid,lambda_k,44,mice
0.9305555820465088,36,0.4675324675324675,12,28.367744207382202,0.1,0.15,3,0.003,A-SAND-Hybrid,lambda_k,42,mice
0.9212962985038757,33,0.42857142857142855,13,28.499683380126953,0.1,0.15,3,0.003,A-SAND-Hybrid,lambda_k,43,mice
0.9074074029922485,33,0.42857142857142855,12,28.301440000534058,0.1,0.15,3,0.003,A-SAND-Hybrid,lambda_k,44,mice
0.9212962985038757,43,0.5584415584415584,9,28.2345769405365,0.1,0.2,3,0.003,A-SAND-Hybrid,lambda_k,42,mice
0.9259259104728699,30,0.38961038961038963,13,28.23913335800171,0.1,0.2,3,0.003,A-SAND-Hybrid,lambda_k,43,mice
0.9305555820465088,43,0.5584415584415584,9,28.00599694252014,0.1,0.2,3,0.003,A-SAND-Hybrid,lambda_k,44,mice
0.9166666865348816,30,0.38961038961038963,13,28.10807180404663,0.1,0.15,2,0.003,A-SAND-Hybrid,cooldown,42,mice
0.9166666865348816,36,0.4675324675324675,13,28.170496940612793,0.1,0.15,2,0.003,A-SAND-Hybrid,cooldown,43,mice
0.9490740895271301,47,0.6103896103896104,8,28.11875629425049,0.1,0.15,2,0.003,A-SAND-Hybrid,cooldown,44,mice
0.9027777910232544,43,0.5584415584415584,10,28.527666568756104,0.1,0.15,3,0.003,A-SAND-Hybrid,cooldown,42,mice
0.9212962985038757,39,0.5064935064935064,9,29.481935262680054,0.1,0.15,3,0.003,A-SAND-Hybrid,cooldown,43,mice
0.9166666865348816,47,0.6103896103896104,9,28.387384176254272,0.1,0.15,3,0.003,A-SAND-Hybrid,cooldown,44,mice
0.9305555820465088,43,0.5584415584415584,9,28.63143539428711,0.1,0.15,5,0.003,A-SAND-Hybrid,cooldown,42,mice
0.9166666865348816,39,0.5064935064935064,10,28.252875566482544,0.1,0.15,5,0.003,A-SAND-Hybrid,cooldown,43,mice
0.9259259104728699,43,0.5584415584415584,6,28.11069941520691,0.1,0.15,5,0.003,A-SAND-Hybrid,cooldown,44,mice
0.9074074029922485,43,0.5584415584415584,10,28.20359992980957,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,42,mice
0.9490740895271301,43,0.5584415584415584,8,28.184917211532593,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,43,mice
0.9212962985038757,36,0.4675324675324675,10,28.281575202941895,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,44,mice
0.9259259104728699,47,0.6103896103896104,7,28.298920392990112,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,42,mice
0.9074074029922485,36,0.4675324675324675,13,28.12885618209839,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,43,mice
0.9212962985038757,36,0.4675324675324675,11,28.053138971328735,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,44,mice
0.9120370149612427,47,0.6103896103896104,10,28.321267127990723,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,42,mice
0.9444444179534912,43,0.5584415584415584,8,28.00378680229187,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,43,mice
0.9537037014961243,57,0.7402597402597403,6,28.485172271728516,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,44,mice
