test_accuracy,final_k,k_ratio,n_prunes,time_sec,prune_rate,lambda_k,cooldown,plateau_tol,model,swept_param,seed,dataset
0.9461193084716797,161,0.26094003241491087,14,142.40844202041626,0.1,0.15,5,0.003,A-SAND-Hybrid,cooldown,43,isolet
0.9506093859672546,178,0.2884927066450567,13,142.42760229110718,0.1,0.15,5,0.003,A-SAND-Hybrid,cooldown,44,isolet
0.9499679207801819,501,0.8119935170178282,3,144.60715770721436,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,42,isolet
0.9512507915496826,501,0.8119935170178282,2,144.5170910358429,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,43,isolet
0.9461193084716797,556,0.9011345218800648,1,144.53481006622314,0.1,0.15,3,0.001,A-SAND-Hybrid,plateau_tol,44,isolet
0.9493265151977539,97,0.15721231766612642,24,144.99829745292664,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,42,isolet
0.9461193084716797,97,0.15721231766612642,26,145.83792877197266,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,43,isolet
0.9486850500106812,97,0.15721231766612642,23,148.57222986221313,0.1,0.15,3,0.003,A-SAND-Hybrid,plateau_tol,44,isolet
0.9454778432846069,97,0.15721231766612642,22,144.78479719161987,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,42,isolet
0.9454778432846069,80,0.12965964343598055,24,143.7754828929901,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,43,isolet
0.9454778432846069,107,0.17341977309562398,20,145.2233488559723,0.1,0.15,3,0.005,A-SAND-Hybrid,plateau_tol,44,isolet
